label,path
MUS,NCT-CRC-HE-100K/MUS/MUS-NPLVFGGF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RPDVYNHG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IPHMMWPN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RSKKCAFQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CCRDYKPL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SPTDHDWG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GPINIALD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MVWSEVVH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LKNNGPQF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KIWFRRNC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QNADECRD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KVVTATSI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MGNVKGCD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DGVCCKRG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IIPNTGKP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PLRIHAMF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DAPFPNSL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EKSCNGRI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EPQDAGLT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RQPDAPKG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GMQKRWPQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VHEHGQSY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AKLGDITM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AMQSSIEI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LHPPLEWG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GGGMIAKN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VDEHPQFV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LNWDNCDN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IEPYDGTG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ENNRNIHS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MMCNEFLF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MKDPYYFD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ECHDDLYL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KLAELNKV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IQTCKNQF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QRMASEDN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TLVEDARI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TCRQGSSM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HITCPYNR.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MGHRCVGW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LVDARKDD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AESKFFRA.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IFDMQKTW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CPCYSKNT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PDVNQGTF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RTHAMIYS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SHHPRPRI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EEMFKDRC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IWMHDQSQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EQQMMQFS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MHWRIDNY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QTRIICPQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PCCYQHQG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PFLENDFS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IYYDAYPK.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GCNHENGK.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TGEIDIML.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LWRPNYDI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PPIMKHEH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TSLVHNCR.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TSNWLNRW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EMGMLSFN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SVAVWWYW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EDSHTHKL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PNFPCKYT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KPFAPFDS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SFEGWLDQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-NVMIPTCL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ARIRTQKP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TCDPCMHD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HMFWYHEE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GFKCVPHY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DVWPWIYS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EILRGKMY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DDLICTVM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LSCYLTGC.tif
