label,path
MUS,NCT-CRC-HE-100K/MUS/MUS-GWACWGES.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-NPLVFGGF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RPDVYNHG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SFGCRMMW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RSKKCAFQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-NYVCSDNE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CCRDYKPL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GPINIALD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MVWSEVVH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LKNNGPQF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KIWFRRNC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KVVTATSI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MGNVKGCD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-NIRLEDFE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TEDEMCVP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MEWSHNSL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QCNMMSRC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EPQDAGLT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RQPDAPKG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GMQKRWPQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VHEHGQSY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AKLGDITM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AMQSSIEI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LHPPLEWG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VDEHPQFV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RHNIIFTE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LNWDNCDN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SSISEHNH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IEPYDGTG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ENNRNIHS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-MKDPYYFD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ECHDDLYL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KLAELNKV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IQTCKNQF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QRMASEDN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TLVEDARI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ANVSYDEP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GNMTYAQE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LVDARKDD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IFDMQKTW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PDVNQGTF.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EEMFKDRC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IWMHDQSQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-PCCYQHQG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-FCWALGDH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-GCNHENGK.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HLRMIGCM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TGEIDIML.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LWRPNYDI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TSLVHNCR.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KYDLDCAV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KLLREERT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KPFAPFDS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SFEGWLDQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-NVMIPTCL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ARIRTQKP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HMFWYHEE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DVWPWIYS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EILRGKMY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DDLICTVM.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-QYKAIWGS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DFNQCRYG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IARFGKRG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LFFYTYVQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HDGPCQSW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RCIWVYKE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SPLRATFH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AKLYWHIH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VDECHISH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LSDTLWFW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CMVIPRNY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EYESYIFL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AMGETFWP.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-HRGWMIPD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-FAQWGEHD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-VKWHKLAE.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-FRTKRGYW.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TYGKKSSD.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ISTPEKKN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LIYNYVAV.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-TIVELVIR.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RLVGYRAL.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-EKLAWKDQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CPSGAKWT.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-RRFITGAQ.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IALIPAWG.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-AAEMWDQI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ACSSWYRC.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-LSWQFLHH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-KQGNLYVY.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-ICNEYCTR.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IKWYDIPI.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-DPNFDAPN.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-CQNWHVNH.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-SEDSMLNS.tif
MUS,NCT-CRC-HE-100K/MUS/MUS-IWWISSTY.tif
